id,SchoolYear,BuildingCode,BuildingName,DistrictCode,DistrictName,ISDCode,ISDName,EntityType,Status,SCHOOL_EMPHASIS,SETTING,ADDRESS_LINE_1,CITY,STATE,ZIP_CODE,SCHOOL_TYPE,SCHOOL_LEVEL,LOCALE_NAME,COUNTY_NAME,CurrentAccreditationStatus,ContactEmail,Latitude,Longitude,Location
4169,13 - 14 School Year,1552,Palmer Park Preparatory Academy,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,3901 MARGARETA ST,DETROIT,MI,48221,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,BESSIE.HARRIS@DETROITK12.ORG,42.33168322,-83.04799903,"3901 MARGARETA ST
DETROIT, MI 48221
(42.428034556000455, -83.13860850399965)"
4190,13 - 14 School Year,2969,Pasteur Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,19811 STOEPEL ST,DETROIT,MI,48221,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,SHARON.LAWSON@DETROITK12.ORG,42.33168322,-83.04799903,"19811 STOEPEL ST
DETROIT, MI 48221
(42.4378876880005, -83.14279776899969)"
4750,13 - 14 School Year,2648,Murphy Elementary,82751,Michigan Educational Choice Center,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,23901 FENKELL ST,DETROIT,MI,48223,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,LWEBBHARRIS@PERFORMANCEACADEMIES.COM,42.33168322,-83.04799903,"23901 FENKELL ST
DETROIT, MI 48223
(42.40007210300047, -83.27487000599967)"
4749,13 - 14 School Year,0,Michigan Educational Choice Center,82751,Michigan Educational Choice Center,82,Wayne RESA,PSA District,Open-Active,,,23901 Fenkell Street,Detroit,MI,48223,,Elem_Middle School,Not Specified,Wayne,N/A,MSATOW@PERFORMANCEACADEMIES.COM,42.33168322,-83.04799903,"23901 Fenkell Street
Detroit, MI 48223
(42.40007210300047, -83.27487000599967)"
4802,13 - 14 School Year,8456,Detroit Community Schools-High School,82925,Detroit Community Schools,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,12675 BURT RD,DETROIT,MI,48223,General Education,High School,City: Large,Wayne,Not Accredited,AWILLIAMS@DETCOMSCHOOLS.ORG,42.33168322,-83.04799903,"12675 BURT RD
DETROIT, MI 48223
(42.380282828000475, -83.24645824699968)"
4657,13 - 14 School Year,0,Detroit Achievement Academy,82700,Detroit Achievement Academy,82,Wayne RESA,PSA District,Open-Active,,,15000 SOUTHFIELD FWY,DETROIT,MI,48223,,Elementary,Not Specified,Wayne,N/A,SHARON@DETROITACHIEVEMENT.ORG,42.33168322,-83.04799903,"15000 SOUTHFIELD FWY
DETROIT, MI 48223
(42.39883339400046, -83.21788174899967)"
4146,13 - 14 School Year,781,Cooke Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,18800 PURITAN ST,DETROIT,MI,48223,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,PHILLIP.VANHOOKS@DETROITK12.ORG,42.33168322,-83.04799903,"18800 PURITAN ST
DETROIT, MI 48223
(42.408177254000464, -83.22566181099967)"
4691,13 - 14 School Year,334,Detroit Leadership Academy Elementary,82722,Detroit Leadership Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,13550 Virgil,Detroit,MI,48223,General Education,Elementary,City: Large,Wayne,Not Accredited,SHILL@YMCAMETRODETROIT.ORG,42.33168322,-83.04799903,"13550 Virgil
Detroit, MI 48223
(42.3843411520005, -83.27101331899968)"
4227,13 - 14 School Year,9487,Far West Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,15320 Lamphere,Detroit,MI,48223,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"15320 Lamphere
Detroit, MI 48223
(42.40068383400046, -83.26170124599969)"
4243,13 - 14 School Year,9579,Hubert Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,14825 Lamphere Street,Detroit,MI,48223,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"14825 Lamphere Street
Detroit, MI 48223
(42.39605755400049, -83.26162798299964)"
4690,13 - 14 School Year,0,Detroit Leadership Academy,82722,Detroit Leadership Academy,82,Wayne RESA,PSA District,Open-Active,,,13550 Virgil,Detroit,MI,48223,,Elem thru High School,Not Specified,Wayne,N/A,SHILL@YMCAMETRODETROIT.ORG,42.33168322,-83.04799903,"13550 Virgil
Detroit, MI 48223
(42.3843411520005, -83.27101331899968)"
4166,13 - 14 School Year,1438,Gompers Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,14450 Burt Road,DETROIT,MI,48223,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,BOBBIE.POSEY@DETROITK12.ORG,42.33168322,-83.04799903,"14450 Burt Road
DETROIT, MI 48223
(42.39259250000049, -83.24678262799966)"
4803,13 - 14 School Year,9619,Detroit Community Schools-Elementary,82925,Detroit Community Schools,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,12675 BURT RD,DETROIT,MI,48223,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,SWATERS@DETCOMSCHOOLS.ORG,42.33168322,-83.04799903,"12675 BURT RD
DETROIT, MI 48223
(42.380282828000475, -83.24645824699968)"
4801,13 - 14 School Year,0,Detroit Community Schools,82925,Detroit Community Schools,82,Wayne RESA,PSA District,Open-Active,,,12675 BURT RD,DETROIT,MI,48223,,Elem thru High School,City: Large,Wayne,N/A,SMCPHAIL@DETCOMSCHOOLS.ORG,42.33168322,-83.04799903,"12675 BURT RD
DETROIT, MI 48223
(42.380282828000475, -83.24645824699968)"
4171,13 - 14 School Year,1692,Foundation for Early Learners @ Murphy EAA,82010,Detroit,82,Wayne RESA,LEA Unique Education Provider,Open-Active,General Education,Pre-K,23901 FENKELL ST,DETROIT,MI,48223,General Education,Other,Not Specified,Wayne,Not Accredited,REGINA.OLDEN@DETROITK12.ORG,42.33168322,-83.04799903,"23901 FENKELL ST
DETROIT, MI 48223
(42.40007210300047, -83.27487000599967)"
4658,13 - 14 School Year,1968,Detroit Achievement Academy,82700,Detroit Achievement Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,15000 SOUTHFIELD FWY,DETROIT,MI,48223,General Education,Elementary,Not Specified,Wayne,Not Accredited,SHARON@DETROITACHIEVEMENT.ORG,42.33168322,-83.04799903,"15000 SOUTHFIELD FWY
DETROIT, MI 48223
(42.39883339400046, -83.21788174899967)"
4272,13 - 14 School Year,9799,Healy Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,12901 Beaverland Street,Detroit,MI,48223,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"12901 Beaverland Street
Detroit, MI 482233003
(42.38193673300049, -83.26491462899963)"
4205,13 - 14 School Year,5553,Carleton Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,11724 CASINO ST,DETROIT,MI,48224,General Education,Elementary,City: Large,Wayne,Not Accredited,LACHELLE.WILLIAMS@DETROITK12.ORG,42.33168322,-83.04799903,"11724 CASINO ST
DETROIT, MI 48224
(42.42677508300045, -82.94592926899963)"
4233,13 - 14 School Year,9569,Arthur Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,10125 King Richard,Detroit,MI,48224,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"10125 King Richard
Detroit, MI 48224
(42.418388775000494, -82.94157709999968)"
4225,13 - 14 School Year,9475,Diann Banks-Williamson Educational Center,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,Special Education,Multiple Settings,5020 CADIEUX RD,DETROIT,MI,48224,Special Education,High School,City: Large,Wayne,Not Accredited,ROSLYN.FLUKER@DETROITK12.ORG,42.33168322,-83.04799903,"5020 CADIEUX RD
DETROIT, MI 48224
(42.4064177190005, -82.93000242899967)"
4198,13 - 14 School Year,4062,"Brown, Ronald Academy",82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,11530 E OUTER DR,DETROIT,MI,48224,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,DAMON.SEWELL@DETROITK12.ORG,42.33168322,-83.04799903,"11530 E OUTER DR
DETROIT, MI 48224
(42.40562264500045, -82.94742032099964)"
4202,13 - 14 School Year,4406,Wayne Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,10633 COURVILLE ST,DETROIT,MI,48224,General Education,Elementary,City: Large,Wayne,Not Accredited,PAMELA.ASKEW@DETROITK12.ORG,42.33168322,-83.04799903,"10633 COURVILLE ST
DETROIT, MI 48224
(42.416065664000485, -82.95589614099964)"
5009,13 - 14 School Year,902,Denby High School,84060,Education Achievement System-EAS,84,State of Michigan,LEA School,Open-Active,General Education,Multiple Settings,12800 KELLY RD,DETROIT,MI,48224,General Education,High School,City: Large,Wayne,NCA Accredited,KENYETTA.WILBOURN@DETROITK12.ORG,42.33168322,-83.04799903,"12800 KELLY RD
DETROIT, MI 48224
(42.42733970000046, -82.95850411999965)"
4292,13 - 14 School Year,9992,"Clark, J.E. Preparatory Academy",82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,15755 BREMEN ST,DETROIT,MI,48224,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,DEMOND.THOMAS@DETROITK12.ORG,42.33168322,-83.04799903,"15755 BREMEN ST
DETROIT, MI 48224
(42.393525990000455, -82.94189051999967)"
4799,13 - 14 School Year,9705,Marvin L. Winans Academy of Performing Arts Elem.,82924,Winans Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,9740 MCKINNEY ST,DETROIT,MI,48224,General Education,Elementary,City: Large,Wayne,Not Accredited,TINGRAM@WINANS.SPFS.K12.MI.US,42.33168322,-83.04799903,"9740 MCKINNEY ST
DETROIT, MI 48224
(42.413849937000464, -82.94797456899965)"
4793,13 - 14 School Year,0,Chandler Park Academy,82923,Chandler Park,82,Wayne RESA,PSA District,Open-Active,,,20100 KELLY RD,HARPER WOODS,MI,48225,,Elem thru High School,Suburb: Large,Wayne,N/A,DIANE_FISHER@SBCGLOBAL.NET,42.43309166,-82.92339787,"20100 KELLY RD
HARPER WOODS, MI 48225
(42.44570937700047, -82.94449467699968)"
4593,13 - 14 School Year,844,Harper Academy,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Multiple Settings,20225 Beaconsfield,Harper Woods,MI,48225,Alternative Education,High School,Not Specified,Wayne,Not Accredited,TONYA.NORWOOD@HWOODS.K12.MI.US,42.43309166,-82.92339787,"20225 Beaconsfield
Harper Woods, MI 48225
(42.44353502100046, -82.93177118099965)"
4796,13 - 14 School Year,9825,Chandler Park Academy - High School,82923,Chandler Park,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,20254 Kelly Road,HARPER WOODS,MI,48225,General Education,High School,Suburb: Large,Wayne,Not Accredited,DIANE_FISHER@SBCGLOBAL.NET,42.43309166,-82.92339787,"20254 Kelly Road
HARPER WOODS, MI 48225
(42.447160100000474, -82.94339424799966)"
4595,13 - 14 School Year,1578,Harper Woods High School,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,General Education,High School,Suburb: Large,Wayne,NCA Accredited,TONYA.NORWOOD@HWOODS.K12.MI.US,42.43309166,-82.92339787,"20225 BEACONSFIELD ST
HARPER WOODS, MI 48225
(42.44353502100046, -82.93177118099965)"
4597,13 - 14 School Year,4240,Tyrone Elementary School,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,19525 TYRONE ST,HARPER WOODS,MI,48225,General Education,Elem_Middle School,Suburb: Large,Wayne,NCA Accredited,CHERYL.VANDERLINDEN@HWOODS.K12.MI.US,42.43309166,-82.92339787,"19525 TYRONE ST
HARPER WOODS, MI 48225
(42.42918911300046, -82.92022646999965)"
4806,13 - 14 School Year,0,HEART Academy,82927,Heart Academy,82,Wayne RESA,PSA District,Open-Active,,,19800 ANITA ST,HARPER WOODS,MI,48225,,Middle_High School,Suburb: Large,Wayne,N/A,CHERBA@SYNERGYTRAINING.NET,42.43309166,-82.92339787,"19800 ANITA ST
HARPER WOODS, MI 48225
(42.449731993000455, -82.92812766599968)"
4807,13 - 14 School Year,8472,HEART Academy,82927,Heart Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,19800 ANITA ST,HARPER WOODS,MI,48225,General Education,Middle_High School,Suburb: Large,Wayne,Not Accredited,KEVANS@HEARTACADEMYHS.ORG,42.43309166,-82.92339787,"19800 ANITA ST
HARPER WOODS, MI 48225
(42.449731993000455, -82.92812766599968)"
4794,13 - 14 School Year,8454,Chandler Park Academy - Middle School,82923,Chandler Park,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,20100 KELLY RD,HARPER WOODS,MI,48225,General Education,Middle School,Suburb: Large,Wayne,Not Accredited,WILLIAMSK@CHANDLERPARKACADEMY.NET,42.43309166,-82.92339787,"20100 KELLY RD
HARPER WOODS, MI 48225
(42.44570937700047, -82.94449467699968)"
4591,13 - 14 School Year,0,"Harper Woods, The School District of the City of",82320,Harper Woods,82,Wayne RESA,LEA District,Open-Active,,,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,,Elem thru High School,Suburb: Large,Wayne,N/A,TODD.BIEDERWOLF@HWOODS.K12.MI.US,42.43309166,-82.92339787,"20225 BEACONSFIELD ST
HARPER WOODS, MI 48225
(42.44353502100046, -82.93177118099965)"
4594,13 - 14 School Year,1550,Diploma Success Community School,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,Alternative Education,AltEd,19344 Kelly,Harper Woods,MI,48225,Alternative Education,High School,Not Specified,Wayne,Not Accredited,HARRYB@CLINTONDALEWEB.NET,42.43309166,-82.92339787,"19344 Kelly
Harper Woods, MI 48225
(42.43797987100049, -82.95029526399964)"
4720,13 - 14 School Year,1167,Starr Detroit Academy,82736,Starr Detroit Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,19360 HARPER AVE,HARPER WOODS,MI,48225,General Education,Elem_Middle School,Not Specified,Wayne,Not Accredited,KPRESSLEY@STARRACADEMY.ORG,42.43309166,-82.92339787,"19360 HARPER AVE
HARPER WOODS, MI 48225
(42.42832144400046, -82.92533223099969)"
4378,13 - 14 School Year,5019,Charles A. Poupard Elem. School,82055,Grosse Pointe,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,20655 LENNON ST,HARPER WOODS,MI,48225,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,PENNY.STOCKS@GPSCHOOLS.ORG,42.43309166,-82.92339787,"20655 LENNON ST
HARPER WOODS, MI 48225
(42.44481223600047, -82.92035406399964)"
4795,13 - 14 School Year,8915,Chandler Park Academy - Elementary,82923,Chandler Park,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,20200 KELLY RD,HARPER WOODS,MI,48225,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,VARNERANDASSOCIATE@SBCGLOBAL.NET,42.43309166,-82.92339787,"20200 KELLY RD
HARPER WOODS, MI 48225
(42.4465298020005, -82.94387474999968)"
4719,13 - 14 School Year,0,Starr Detroit Academy,82736,Starr Detroit Academy,82,Wayne RESA,PSA District,Open-Active,,,19360 HARPER AVE,HARPER WOODS,MI,48225,,Elem_Middle School,Not Specified,Wayne,N/A,KPRESSLEY@STARRACADEMY.ORG,42.43309166,-82.92339787,"19360 HARPER AVE
HARPER WOODS, MI 48225
(42.42832144400046, -82.92533223099969)"
4598,13 - 14 School Year,9753,Harper Woods Middle School,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,General Education,Middle School,Suburb: Large,Wayne,NCA Accredited,THOMAS.PARKER@HWOODS.K12.MI.US,42.43309166,-82.92339787,"20225 BEACONSFIELD ST
HARPER WOODS, MI 48225
(42.44353502100046, -82.93177118099965)"
4592,13 - 14 School Year,233,Beacon Elementary School,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,19475 BEACONSFIELD ST,HARPER WOODS,MI,48225,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,JANET.GOTTSLEBEN@HWOODS.K12.MI.US,42.43309166,-82.92339787,"19475 BEACONSFIELD ST
HARPER WOODS, MI 48225
(42.43525818100045, -82.93754756999965)"
4596,13 - 14 School Year,2224,Harper Woods Virtual Academy,82320,Harper Woods,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Virtual,19344 KELLY RD,HARPER WOODS,MI,48225,Alternative Education,Middle_High School,Not Specified,Wayne,Not Accredited,HARRYB@CLINTONDALEWEB.NET,42.43309166,-82.92339787,"19344 KELLY RD
HARPER WOODS, MI 48225
(42.43797987100049, -82.95029526399964)"
4872,13 - 14 School Year,9707,Blanche Kelso Bruce Academy-St. Antoine,82971,Blanche Kelso Bruce Academy,82,Wayne RESA,PSA School,Open-Active,Alternative Education,Multiple Settings,1326 SAINT ANTOINE ST,DETROIT,MI,48226,Alternative Education,Elem thru High School,City: Large,Wayne,Not Accredited,NHOSKINS@EVANS-SOLUTIONS.NET,42.33168322,-83.04799903,"1326 SAINT ANTOINE ST
DETROIT, MI 48226
(42.33664705500047, -83.04158248599964)"
4759,13 - 14 School Year,1851,Southwest Detroit Lighthouse Charter Academy,82755,Southwest Detroit Lighthouse Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,163 MADISON ST RM 250,DETROIT,MI,48226,General Education,Elementary,Not Specified,Wayne,Not Accredited,JGEDEN@LIGHTHOUSE-ACADEMIES.ORG,42.33168322,-83.04799903,"163 MADISON ST RM 250
DETROIT, MI 48226
(42.33721743500047, -83.04809057399967)"
4738,13 - 14 School Year,0,International Preparatory Academy-MacDowell Campus,82747,International Preparatory Academy-MacDowell Campus,82,Wayne RESA,PSA District,Open-Active,,,4201 West Outer Drive,Detroit,MI,48226,,Elem_Middle School,Not Specified,Wayne,N/A,JJOUBERT@SABIS.NET,42.33168322,-83.04799903,"4201 West Outer Drive
Detroit, MI 48226
(42.43487571600048, -83.16601362899968)"
4758,13 - 14 School Year,0,Southwest Detroit Lighthouse Charter Academy,82755,Southwest Detroit Lighthouse Academy,82,Wayne RESA,PSA District,Open-Active,,,163 MADISON ST RM 250,DETROIT,MI,48226,,Elementary,Not Specified,Wayne,N/A,JGEDEN@LIGHTHOUSE-ACADEMIES.ORG,42.33168322,-83.04799903,"163 MADISON ST RM 250
DETROIT, MI 48226
(42.33721743500047, -83.04809057399967)"
4196,13 - 14 School Year,3717,"Young, Coleman A. Elementary",82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,15771 HUBBELL ST,DETROIT,MI,48227,General Education,Elementary,City: Large,Wayne,Not Accredited,MELLISSA.SCOTT@DETROITK12.ORG,42.33168322,-83.04799903,"15771 HUBBELL ST
DETROIT, MI 48227
(42.4069880990005, -83.18915752299966)"
4228,13 - 14 School Year,9488,Ford Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,14735 Orangelawn,Detroit,MI,48227,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"14735 Orangelawn
Detroit, MI 48227
(42.36801518200048, -83.18905617499968)"
4158,13 - 14 School Year,1084,Edison Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,17045 GRAND RIVER AVE,DETROIT,MI,48227,General Education,Elementary,City: Large,Wayne,Not Accredited,MARCUS.DAVENPORT@DETROITK12.ORG,42.33168322,-83.04799903,"17045 GRAND RIVER AVE
DETROIT, MI 48227
(42.39841281800045, -83.21265139699966)"
5007,13 - 14 School Year,456,Burns Elementary-Middle School,84060,Education Achievement System-EAS,84,State of Michigan,LEA School,Open-Active,General Education,Multiple Settings,14350 TERRY ST,DETROIT,MI,48227,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,DRICHARDSON@EAAOFMICHIGAN.ORG,42.33168322,-83.04799903,"14350 TERRY ST
DETROIT, MI 48227
(42.39368039600049, -83.19152315799965)"
4213,13 - 14 School Year,7654,Communication and Media Arts HS,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,14771 MANSFIELD ST,DETROIT,MI,48227,General Education,High School,City: Large,Wayne,NCA Accredited,DONYA.ODOM@DETROITK12.ORG,42.33168322,-83.04799903,"14771 MANSFIELD ST
DETROIT, MI 48227
(42.397715519000485, -83.20513803799963)"
4155,13 - 14 School Year,939,Dossin Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,16650 GLENDALE ST,DETROIT,MI,48227,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,ALICIA.COLQUITT@DETROITK12.ORG,42.33168322,-83.04799903,"16650 GLENDALE ST
DETROIT, MI 48227
(42.382177167000464, -83.21084116199967)"
5010,13 - 14 School Year,1518,Mary McLeod Bethune Elementary-Middle School,84060,Education Achievement System-EAS,84,State of Michigan,LEA School,Open-Active,General Education,Multiple Settings,8145 Puritan Street,DETROIT,MI,48227,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,APEARSON@EAAOFMICHIGAN.ORG,42.33168322,-83.04799903,"8145 Puritan Street
DETROIT, MI 48227
(42.40977678700045, -83.15148941499967)"
4219,13 - 14 School Year,9020,Office of Adult Education,82010,Detroit,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Reportable Program,Adult,14111 PURITAN ST,DETROIT,MI,48227,Reportable Program,Other,Not Specified,Wayne,Not Accredited,DORIS.MOORE@DETROITK12.ORG,42.33168322,-83.04799903,"14111 PURITAN ST
DETROIT, MI 48227
(42.40918204400049, -83.18414970599969)"
4174,13 - 14 School Year,2036,"King, John R. Academic and Performing Arts Academy",82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,15850 STRATHMOOR ST,DETROIT,MI,48227,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,VIVIAN.HUGHES-NORDE@DETROITK12.ORG,42.33168322,-83.04799903,"15850 STRATHMOOR ST
DETROIT, MI 48227
(42.408150752000495, -83.18800293699968)"
4265,13 - 14 School Year,9792,Cadillac Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,15125 Schoolcraft Street,Detroit,MI,48227,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"15125 Schoolcraft Street
Detroit, MI 482272505
(42.3871515670005, -83.19424023799968)"
4281,13 - 14 School Year,9808,Monnier Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,13600 Ward Street,Detroit,MI,48227,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"13600 Ward Street
Detroit, MI 482273549
(42.386750573000484, -83.17298294299968)"
4247,13 - 14 School Year,9584,Parkman Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,15000 MacKenzie Street,Detroit,MI,48228,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"15000 MacKenzie Street
Detroit, MI 48228
(42.3558867050005, -83.19203131399968)"
4129,13 - 14 School Year,26,Cody Academy of Public Leadership,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,18445 CATHEDRAL ST,DETROIT,MI,48228,General Education,High School,City: Large,Wayne,Not Accredited,JOHNATHON.MATTHEWS@DETROITK12.ORG,42.33168322,-83.04799903,"18445 CATHEDRAL ST
DETROIT, MI 48228
(42.361232833000486, -83.22074949499967)"
4723,13 - 14 School Year,0,Detroit Innovation Academy,82739,Detroit Innovation Academy,82,Wayne RESA,PSA District,Open-Active,,,18211 PLYMOUTH RD,DETROIT,MI,48228,,Elem_Middle School,Not Specified,Wayne,N/A,SHILL@DETROITLEADERSHIPACADEMY.ORG,42.33168322,-83.04799903,"18211 PLYMOUTH RD
DETROIT, MI 48228
(42.37223182300045, -83.21798991899965)"
4127,13 - 14 School Year,18,Medicine and Community Health Academy at Cody,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,18445 CATHEDRAL ST,DETROIT,MI,48228,General Education,High School,City: Large,Wayne,Not Accredited,MICHELLE.PARKER@DETROITK12.ORG,42.33168322,-83.04799903,"18445 CATHEDRAL ST
DETROIT, MI 48228
(42.361232833000486, -83.22074949499967)"
4251,13 - 14 School Year,9588,Weatherby Building,82010,Detroit,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open - Vacant/empty,,,2050 Wadsworth Street,Detroit,MI,48228,,,,Wayne,Not Accredited,connie.calloway@detroitk12.org,42.33168322,-83.04799903,"2050 Wadsworth Street
Detroit, MI 48228
(42.3741125300005, -83.23257915199969)"
4865,13 - 14 School Year,0,Warrendale Charter Academy,82970,Warrendale,82,Wayne RESA,PSA District,Open-Active,,,19350 SAWYER ST,DETROIT,MI,48228,,Elem_Middle School,City: Large,Wayne,N/A,41.CHARWOOD@HERITAGEACADEMIES.COM,42.33168322,-83.04799903,"19350 SAWYER ST
DETROIT, MI 48228
(42.34689516600048, -83.23005147999964)"
4736,13 - 14 School Year,1241,W-A-Y Academy - Chicago Site,82746,W-A-Y Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,19321 WEST CHICAGO ST,DETROIT,MI,48228,General Education,Middle_High School,Not Specified,Wayne,Not Accredited,MADELINE.BLACK@WAYPROGRAM.NET,42.33168322,-83.04799903,"19321 WEST CHICAGO ST
DETROIT, MI 48228
(42.36476157900046, -83.23057974999966)"
4898,13 - 14 School Year,9600,Detroit Premier Academy,82985,Detroit Premier Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,7781 Asbury Park,Detroit,MI,48228,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,68.VGLASS@HERITAGEACADEMIES.COM,42.33168322,-83.04799903,"7781 Asbury Park
Detroit, MI 48228
(42.34931219000049, -83.20590142599968)"
4143,13 - 14 School Year,546,Carver Elementary-Middle School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,18701 PAUL ST,DETROIT,MI,48228,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,SABRINA.EVANS@DETROITK12.ORG,42.33168322,-83.04799903,"18701 PAUL ST
DETROIT, MI 48228
(42.336003210000456, -83.22298742999965)"
4154,13 - 14 School Year,925,Dixon Elementary School,82010,Detroit,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,8401 Trinity Street,DETROIT,MI,48228,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,ORA.BEARD@DETROITK12.ORG,42.33168322,-83.04799903,"8401 Trinity Street
DETROIT, MI 48228
(42.353821317000495, -83.24682984799966)"
4866,13 - 14 School Year,8934,Warrendale Charter Academy,82970,Warrendale,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,19400 SAWYER ST,DETROIT,MI,48228,General Education,Elem_Middle School,City: Large,Wayne,Not Accredited,41.CHARWOOD@HERITAGEACADEMIES.COM,42.33168322,-83.04799903,"19400 SAWYER ST
DETROIT, MI 48228
(42.34687653700047, -83.23076055599967)"
